Please Enter Unimodal Function Number: 18
Iteration 276: Best Cost = 3.64
Iteration 277: Best Cost = 3.64
Iteration 278: Best Cost = 3.64
Iteration 279: Best Cost = 3.64
Iteration 280: Best Cost = 3.64
Iteration 281: Best Cost = 3.64
Iteration 282: Best Cost = 3.64
Iteration 283: Best Cost = 3.5155
Iteration 284: Best Cost = 3.5155
Iteration 285: Best Cost = 3.5155
Iteration 286: Best Cost = 3.5155
Iteration 287: Best Cost = 3.5155
Iteration 288: Best Cost = 3.5155
Iteration 289: Best Cost = 3.5155
Iteration 290: Best Cost = 3.5155
Iteration 291: Best Cost = 3.5155
Iteration 292: Best Cost = 3.5155
Iteration 293: Best Cost = 3.5155
Iteration 294: Best Cost = 3.5051
Iteration 295: Best Cost = 3.5051
Iteration 296: Best Cost = 3.5051
Iteration 297: Best Cost = 3.5051
Iteration 298: Best Cost = 3.4936
Iteration 299: Best Cost = 3.4936
Iteration 300: Best Cost = 3.4359
Iteration 301: Best Cost = 3.4359
Iteration 302: Best Cost = 3.4359
Iteration 303: Best Cost = 3.4359
Iteration 304: Best Cost = 3.4039
Iteration 305: Best Cost = 3.4039
Iteration 306: Best Cost = 3.3854
Iteration 307: Best Cost = 3.3601
Iteration 308: Best Cost = 3.3601
Iteration 309: Best Cost = 2.9625
Iteration 310: Best Cost = 2.9625
Iteration 311: Best Cost = 2.9625
Iteration 312: Best Cost = 2.9505
Iteration 313: Best Cost = 2.7637
Iteration 314: Best Cost = 2.7637
Iteration 315: Best Cost = 2.7637
Iteration 316: Best Cost = 2.7431
Iteration 317: Best Cost = 2.7431
Iteration 318: Best Cost = 2.4838
Iteration 319: Best Cost = 2.4571
Iteration 320: Best Cost = 2.342
Iteration 321: Best Cost = 2.342
Iteration 322: Best Cost = 2.342
Iteration 323: Best Cost = 2.342
Iteration 324: Best Cost = 2.342
Iteration 325: Best Cost = 2.342
Iteration 326: Best Cost = 2.3418
Iteration 327: Best Cost = 2.3418
Iteration 328: Best Cost = 2.3418
Iteration 329: Best Cost = 2.2064
Iteration 330: Best Cost = 2.2064
Iteration 331: Best Cost = 2.0382
Iteration 332: Best Cost = 2.0382
Iteration 333: Best Cost = 1.9711
Iteration 334: Best Cost = 1.9711
Iteration 335: Best Cost = 1.8747
Iteration 336: Best Cost = 1.8392
Iteration 337: Best Cost = 1.7158
Iteration 338: Best Cost = 1.656
Iteration 339: Best Cost = 1.656
Iteration 340: Best Cost = 1.5757
Iteration 341: Best Cost = 1.5757
Iteration 342: Best Cost = 1.5757
Iteration 343: Best Cost = 1.5662
Iteration 344: Best Cost = 1.4758
Iteration 345: Best Cost = 1.4758
Iteration 346: Best Cost = 1.1892
Iteration 347: Best Cost = 1.1892
Iteration 348: Best Cost = 1.1892
Iteration 349: Best Cost = 1.1892
Iteration 350: Best Cost = 1.1892
Iteration 351: Best Cost = 1.1892
Iteration 352: Best Cost = 1.1892
Iteration 353: Best Cost = 1.1892
Iteration 354: Best Cost = 1.1449
Iteration 355: Best Cost = 1.1325
Iteration 356: Best Cost = 1.1325
Iteration 357: Best Cost = 1.1325
Iteration 358: Best Cost = 1.1274
Iteration 359: Best Cost = 1.1274
Iteration 360: Best Cost = 0.9986
Iteration 361: Best Cost = 0.9986
Iteration 362: Best Cost = 0.9986
Iteration 363: Best Cost = 0.9986
Iteration 364: Best Cost = 0.9986
Iteration 365: Best Cost = 0.9986
Iteration 366: Best Cost = 0.94369
Iteration 367: Best Cost = 0.94369
Iteration 368: Best Cost = 0.94369
Iteration 369: Best Cost = 0.94369
Iteration 370: Best Cost = 0.78306
Iteration 371: Best Cost = 0.78306
Iteration 372: Best Cost = 0.78306
Iteration 373: Best Cost = 0.76043
Iteration 374: Best Cost = 0.76043
Iteration 375: Best Cost = 0.76043
Iteration 376: Best Cost = 0.76043
Iteration 377: Best Cost = 0.6923
Iteration 378: Best Cost = 0.6923
Iteration 379: Best Cost = 0.6923
Iteration 380: Best Cost = 0.58046
Iteration 381: Best Cost = 0.58046
Iteration 382: Best Cost = 0.58046
Iteration 383: Best Cost = 0.58046
Iteration 384: Best Cost = 0.58046
Iteration 385: Best Cost = 0.58046
Iteration 386: Best Cost = 0.58046
Iteration 387: Best Cost = 0.58046
Iteration 388: Best Cost = 0.58046
Iteration 389: Best Cost = 0.58046
Iteration 390: Best Cost = 0.58046
Iteration 391: Best Cost = 0.58046
Iteration 392: Best Cost = 0.58046
Iteration 393: Best Cost = 0.5742
Iteration 394: Best Cost = 0.5742
Iteration 395: Best Cost = 0.56027
Iteration 396: Best Cost = 0.56027
Iteration 397: Best Cost = 0.56027
Iteration 398: Best Cost = 0.56027
Iteration 399: Best Cost = 0.56027
Iteration 400: Best Cost = 0.56027
Iteration 401: Best Cost = 0.56027
Iteration 402: Best Cost = 0.56027
Iteration 403: Best Cost = 0.54642
Iteration 404: Best Cost = 0.54642
Iteration 405: Best Cost = 0.54642
Iteration 406: Best Cost = 0.54642
Iteration 407: Best Cost = 0.54642
Iteration 408: Best Cost = 0.54642
Iteration 409: Best Cost = 0.54642
Iteration 410: Best Cost = 0.53013
Iteration 411: Best Cost = 0.53013
Iteration 412: Best Cost = 0.53013
Iteration 413: Best Cost = 0.53013
Iteration 414: Best Cost = 0.53013
Iteration 415: Best Cost = 0.52702
Iteration 416: Best Cost = 0.52702
Iteration 417: Best Cost = 0.51065
Iteration 418: Best Cost = 0.51065
Iteration 419: Best Cost = 0.49653
Iteration 420: Best Cost = 0.49653
Iteration 421: Best Cost = 0.49398
Iteration 422: Best Cost = 0.48078
Iteration 423: Best Cost = 0.48078
Iteration 424: Best Cost = 0.47404
Iteration 425: Best Cost = 0.47404
Iteration 426: Best Cost = 0.47404
Iteration 427: Best Cost = 0.47404
Iteration 428: Best Cost = 0.47404
Iteration 429: Best Cost = 0.47404
Iteration 430: Best Cost = 0.47404
Iteration 431: Best Cost = 0.47111
Iteration 432: Best Cost = 0.47111
Iteration 433: Best Cost = 0.47111
Iteration 434: Best Cost = 0.46916
Iteration 435: Best Cost = 0.46916
Iteration 436: Best Cost = 0.46869
Iteration 437: Best Cost = 0.46869
Iteration 438: Best Cost = 0.46869
Iteration 439: Best Cost = 0.46869
Iteration 440: Best Cost = 0.46855
Iteration 441: Best Cost = 0.46855
Iteration 442: Best Cost = 0.46855
Iteration 443: Best Cost = 0.46855
Iteration 444: Best Cost = 0.46829
Iteration 445: Best Cost = 0.46829
Iteration 446: Best Cost = 0.46829
Iteration 447: Best Cost = 0.46829
Iteration 448: Best Cost = 0.4682
Iteration 449: Best Cost = 0.46819
Iteration 450: Best Cost = 0.46819
Iteration 451: Best Cost = 0.46819
Iteration 452: Best Cost = 0.46801
Iteration 453: Best Cost = 0.46796
Iteration 454: Best Cost = 0.46796
Iteration 455: Best Cost = 0.46772
Iteration 456: Best Cost = 0.46754
Iteration 457: Best Cost = 0.46749
Iteration 458: Best Cost = 0.46727
Iteration 459: Best Cost = 0.46727
Iteration 460: Best Cost = 0.46727
Iteration 461: Best Cost = 0.46721
Iteration 462: Best Cost = 0.46707
Iteration 463: Best Cost = 0.46698
Iteration 464: Best Cost = 0.46698
Iteration 465: Best Cost = 0.46698
Iteration 466: Best Cost = 0.46698
Iteration 467: Best Cost = 0.46698
Iteration 468: Best Cost = 0.46677
Iteration 469: Best Cost = 0.46665
Iteration 470: Best Cost = 0.46642
Iteration 471: Best Cost = 0.46632
Iteration 472: Best Cost = 0.46632
Iteration 473: Best Cost = 0.46621
Iteration 474: Best Cost = 0.46602
Iteration 475: Best Cost = 0.46602
Iteration 476: Best Cost = 0.46602
Iteration 477: Best Cost = 0.46602
Iteration 478: Best Cost = 0.46602
Iteration 479: Best Cost = 0.46602
Iteration 480: Best Cost = 0.46564
Iteration 481: Best Cost = 0.46564
Iteration 482: Best Cost = 0.46564
Iteration 483: Best Cost = 0.46564
Iteration 484: Best Cost = 0.46533
Iteration 485: Best Cost = 0.46514
Iteration 486: Best Cost = 0.46513
Iteration 487: Best Cost = 0.46513
Iteration 488: Best Cost = 0.46479
Iteration 489: Best Cost = 0.4645
Iteration 490: Best Cost = 0.46422
Iteration 491: Best Cost = 0.46335
Iteration 492: Best Cost = 0.46018
Iteration 493: Best Cost = 0.46018
Iteration 494: Best Cost = 0.45998
Iteration 495: Best Cost = 0.45926
Iteration 496: Best Cost = 0.45926
Iteration 497: Best Cost = 0.45836
Iteration 498: Best Cost = 0.45666
Iteration 499: Best Cost = 0.45513
Iteration 500: Best Cost = 0.45252
Iteration 501: Best Cost = 0.44572
Iteration 502: Best Cost = 0.44505
Iteration 503: Best Cost = 0.44505
Iteration 504: Best Cost = 0.43512
Iteration 505: Best Cost = 0.42601
Iteration 506: Best Cost = 0.41931
Iteration 507: Best Cost = 0.40176
Iteration 508: Best Cost = 0.40176
Iteration 509: Best Cost = 0.38482
Iteration 510: Best Cost = 0.38482
Iteration 511: Best Cost = 0.38482
Iteration 512: Best Cost = 0.38482
Iteration 513: Best Cost = 0.37734
Iteration 514: Best Cost = 0.37734
Iteration 515: Best Cost = 0.37734
Iteration 516: Best Cost = 0.37734
Iteration 517: Best Cost = 0.37002
Iteration 518: Best Cost = 0.37002
Iteration 519: Best Cost = 0.37002
Iteration 520: Best Cost = 0.36941
Iteration 521: Best Cost = 0.36941
Iteration 522: Best Cost = 0.36941
Iteration 523: Best Cost = 0.36941
Iteration 524: Best Cost = 0.36941
Iteration 525: Best Cost = 0.36941
Iteration 526: Best Cost = 0.36941
Iteration 527: Best Cost = 0.36423
Iteration 528: Best Cost = 0.36423
Iteration 529: Best Cost = 0.36423
Iteration 530: Best Cost = 0.36423
Iteration 531: Best Cost = 0.36225
Iteration 532: Best Cost = 0.36078
Iteration 533: Best Cost = 0.36078
Iteration 534: Best Cost = 0.35869
Iteration 535: Best Cost = 0.35869
Iteration 536: Best Cost = 0.35869
Iteration 537: Best Cost = 0.35841
Iteration 538: Best Cost = 0.35789
Iteration 539: Best Cost = 0.35739
Iteration 540: Best Cost = 0.35739
Iteration 541: Best Cost = 0.35739
Iteration 542: Best Cost = 0.35684
Iteration 543: Best Cost = 0.35684
Iteration 544: Best Cost = 0.35684
Iteration 545: Best Cost = 0.35684
Iteration 546: Best Cost = 0.35669
Iteration 547: Best Cost = 0.35669
Iteration 548: Best Cost = 0.35668
Iteration 549: Best Cost = 0.35668
Iteration 550: Best Cost = 0.35668
Iteration 551: Best Cost = 0.35668
Iteration 552: Best Cost = 0.35663
Iteration 553: Best Cost = 0.35663
Iteration 554: Best Cost = 0.35663
Iteration 555: Best Cost = 0.35663
Iteration 556: Best Cost = 0.35663
Iteration 557: Best Cost = 0.35663
Iteration 558: Best Cost = 0.35663
Iteration 559: Best Cost = 0.35662
Iteration 560: Best Cost = 0.35658
Iteration 561: Best Cost = 0.35657
Iteration 562: Best Cost = 0.35648
Iteration 563: Best Cost = 0.35648
Iteration 564: Best Cost = 0.35648
Iteration 565: Best Cost = 0.35648
Iteration 566: Best Cost = 0.35648
Iteration 567: Best Cost = 0.35645
Iteration 568: Best Cost = 0.35645
Iteration 569: Best Cost = 0.35645
Iteration 570: Best Cost = 0.35644
Iteration 571: Best Cost = 0.35642
Iteration 572: Best Cost = 0.35629
Iteration 573: Best Cost = 0.35621
Iteration 574: Best Cost = 0.35611
Iteration 575: Best Cost = 0.35594
Iteration 576: Best Cost = 0.35577
Iteration 577: Best Cost = 0.35571
Iteration 578: Best Cost = 0.35571
Iteration 579: Best Cost = 0.35557
Iteration 580: Best Cost = 0.35557
Iteration 581: Best Cost = 0.35557
Iteration 582: Best Cost = 0.35557
Iteration 583: Best Cost = 0.35557
Iteration 584: Best Cost = 0.35557
Iteration 585: Best Cost = 0.35533
Iteration 586: Best Cost = 0.35533
Iteration 587: Best Cost = 0.35533
Iteration 588: Best Cost = 0.35514
Iteration 589: Best Cost = 0.35514
Iteration 590: Best Cost = 0.35514
Iteration 591: Best Cost = 0.35514
Iteration 592: Best Cost = 0.35514
Iteration 593: Best Cost = 0.35486
Iteration 594: Best Cost = 0.35475
Iteration 595: Best Cost = 0.35475
Iteration 596: Best Cost = 0.35404
Iteration 597: Best Cost = 0.35404
Iteration 598: Best Cost = 0.35404
Iteration 599: Best Cost = 0.35404
Iteration 600: Best Cost = 0.35404
Iteration 601: Best Cost = 0.35355
Iteration 602: Best Cost = 0.35355
Iteration 603: Best Cost = 0.35355
Iteration 604: Best Cost = 0.35355
Iteration 605: Best Cost = 0.35326
Iteration 606: Best Cost = 0.35326
Iteration 607: Best Cost = 0.35302
Iteration 608: Best Cost = 0.35302
Iteration 609: Best Cost = 0.35302
Iteration 610: Best Cost = 0.35302
Iteration 611: Best Cost = 0.35282
Iteration 612: Best Cost = 0.35282
Iteration 613: Best Cost = 0.35282
Iteration 614: Best Cost = 0.35262
Iteration 615: Best Cost = 0.35247
Iteration 616: Best Cost = 0.35247
Iteration 617: Best Cost = 0.35246
Iteration 618: Best Cost = 0.35246
Iteration 619: Best Cost = 0.35245
Iteration 620: Best Cost = 0.35245
Iteration 621: Best Cost = 0.35243
Iteration 622: Best Cost = 0.35243
Iteration 623: Best Cost = 0.35242
Iteration 624: Best Cost = 0.35241
Iteration 625: Best Cost = 0.3524
Iteration 626: Best Cost = 0.35238
Iteration 627: Best Cost = 0.35238
Iteration 628: Best Cost = 0.35235
Iteration 629: Best Cost = 0.35233
Iteration 630: Best Cost = 0.35233
Iteration 631: Best Cost = 0.35233
Iteration 632: Best Cost = 0.35231
Iteration 633: Best Cost = 0.35231
Iteration 634: Best Cost = 0.35231
Iteration 635: Best Cost = 0.35231
Iteration 636: Best Cost = 0.35231
Iteration 637: Best Cost = 0.35231
Iteration 638: Best Cost = 0.3523
Iteration 639: Best Cost = 0.3523
Iteration 640: Best Cost = 0.3523
Iteration 641: Best Cost = 0.3523
Iteration 642: Best Cost = 0.35229
Iteration 643: Best Cost = 0.35229
Iteration 644: Best Cost = 0.35229
Iteration 645: Best Cost = 0.35228
Iteration 646: Best Cost = 0.35227
Iteration 647: Best Cost = 0.35227
Iteration 648: Best Cost = 0.35222
Iteration 649: Best Cost = 0.3522
Iteration 650: Best Cost = 0.3522
Iteration 651: Best Cost = 0.3522
Iteration 652: Best Cost = 0.3522
Iteration 653: Best Cost = 0.3522
Iteration 654: Best Cost = 0.3522
Iteration 655: Best Cost = 0.3522
Iteration 656: Best Cost = 0.35219
Iteration 657: Best Cost = 0.35216
Iteration 658: Best Cost = 0.35216
Iteration 659: Best Cost = 0.35211
Iteration 660: Best Cost = 0.35202
Iteration 661: Best Cost = 0.35202
Iteration 662: Best Cost = 0.35195
Iteration 663: Best Cost = 0.35191
Iteration 664: Best Cost = 0.35162
Iteration 665: Best Cost = 0.35162
Iteration 666: Best Cost = 0.35162
Iteration 667: Best Cost = 0.35162
Iteration 668: Best Cost = 0.3514
Iteration 669: Best Cost = 0.3509
Iteration 670: Best Cost = 0.34873
Iteration 671: Best Cost = 0.34767
Iteration 672: Best Cost = 0.34515
Iteration 673: Best Cost = 0.34515
Iteration 674: Best Cost = 0.34515
Iteration 675: Best Cost = 0.34515
Iteration 676: Best Cost = 0.34515
Iteration 677: Best Cost = 0.34515
Iteration 678: Best Cost = 0.34515
Iteration 679: Best Cost = 0.34481
Iteration 680: Best Cost = 0.34481
Iteration 681: Best Cost = 0.34354
Iteration 682: Best Cost = 0.34354
Iteration 683: Best Cost = 0.34354
Iteration 684: Best Cost = 0.34277
Iteration 685: Best Cost = 0.34159
Iteration 686: Best Cost = 0.3402
Iteration 687: Best Cost = 0.3402
Iteration 688: Best Cost = 0.33635
Iteration 689: Best Cost = 0.33081
Iteration 690: Best Cost = 0.33081
Iteration 691: Best Cost = 0.33081
Iteration 692: Best Cost = 0.33081
Iteration 693: Best Cost = 0.32509
Iteration 694: Best Cost = 0.32509
Iteration 695: Best Cost = 0.32509
Iteration 696: Best Cost = 0.32509
Iteration 697: Best Cost = 0.32509
Iteration 698: Best Cost = 0.32263
Iteration 699: Best Cost = 0.31917
Iteration 700: Best Cost = 0.31764
Iteration 701: Best Cost = 0.31676
Iteration 702: Best Cost = 0.31676
Iteration 703: Best Cost = 0.31627
Iteration 704: Best Cost = 0.31404
Iteration 705: Best Cost = 0.31404
Iteration 706: Best Cost = 0.31404
Iteration 707: Best Cost = 0.31404
Iteration 708: Best Cost = 0.31276
Iteration 709: Best Cost = 0.31276
Iteration 710: Best Cost = 0.31258
Iteration 711: Best Cost = 0.31125
Iteration 712: Best Cost = 0.31125
Iteration 713: Best Cost = 0.31125
Iteration 714: Best Cost = 0.31125
Iteration 715: Best Cost = 0.31118
Iteration 716: Best Cost = 0.31092
Iteration 717: Best Cost = 0.31092
Iteration 718: Best Cost = 0.31092
Iteration 719: Best Cost = 0.31092
Iteration 720: Best Cost = 0.31092
Iteration 721: Best Cost = 0.31067
Iteration 722: Best Cost = 0.31067
Iteration 723: Best Cost = 0.31067
Iteration 724: Best Cost = 0.31066
Iteration 725: Best Cost = 0.31066
Iteration 726: Best Cost = 0.31054
Iteration 727: Best Cost = 0.31054
Iteration 728: Best Cost = 0.31044
Iteration 729: Best Cost = 0.31044
Iteration 730: Best Cost = 0.31044
Iteration 731: Best Cost = 0.31044
Iteration 732: Best Cost = 0.31015
Iteration 733: Best Cost = 0.31015
Iteration 734: Best Cost = 0.30992
Iteration 735: Best Cost = 0.30977
Iteration 736: Best Cost = 0.30945
